Customer_Name,Email,Phone,Adresse,Age,Gender,Location,Customer_Segment,Category,Subcategory,Product,Price,Quantity,Weight,Date_Order,Tax_5_percent,Payement,Shipper,Shipping_Method,Shipping Costs,Inventory_id,StockLevel,Restock_Threshold,Last_Restock_Date,Warehouse_Name,Location_warehouse,Supplier_Name,Supplier_Phone,Location_Supplier,Quality_Score,rating_customer
Haley Schmidt,Haley_Schmidt@youcode.ma,6835665401,7872 Jeremy Port,-7,Male,Papua New Guinea,Bronze,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-6,0.4811849665161666,2023-12-02,1.15,Cash,FedEx,Sea,5.29,18,4006,150,2023-07-12,China WH,China,Sutton-Wilson,001-859-291-2920x03649,USA,4.03,
John Davies,John_Davies@hotmail.com,001-279-324-4600x4019,3482 Roberts Cape Apt. 375,87,Female,Anguilla,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,7,1.7577117210011222,2023-11-30,1.7,Ewallet,GeoPost,Sea,31.12,17,3993,150,2023-07-12,Japan WH,Japan,Gomez LLC,790-512-2753x7256,France,3.61,1
Brent Hicks,Brent_Hicks@outlook.fr,6186140057,4129 Williams Meadows Suite 894,-13,Female,Malawi,Bronze,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,4,0.36244276957750976,2023-11-29,0.5,Cash,United Parcel Service,Sea,49.31,15,3996,150,2023-07-12,Turkey WH,Turkey,"Gilmore, Harris and Lee",594.296.0472x50343,France,2.17,1
Jessica Gibson,Jessica_Gibson@youcode.ma,266.662.1775x4231,731 Rodgers Lodge Apt. 149,1,Male,Bahamas,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,-7,1.1335738211070465,2023-12-02,0.95,Cash,United Parcel Service,Ground,36.15,21,4007,150,2023-07-12,Turkey WH,Turkey,Baker Inc,(817)472-0473,China,4.22,2
Bradley Patterson,Bradley_Patterson@yopmail.com,212-347-6580,10149 Gonzalez Road Apt. 492,-53,Male,Argentina,Gold,Food and Beverages,Organic Food,organic dairy products,61,-8,1.3303265310058625,2023-11-28,3.05,Cash,DHL,Air,12.46,1,4008,150,2023-07-12,Turkey WH,Turkey,"Kim, Huerta and Ibarra",(582)216-8797x5763,China,4.63,4
Sheena Klein,Sheena_Klein@gmail.com,+1-572-293-0154x819,970 Fisher Shoals,-19,Female,Liechtenstein,Bronze,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,0,0.893434252221559,2023-11-28,0.55,Cash,FedEx,Sea,46.31,22,4000,150,2023-07-12,Japan WH,Japan,Hurley-Warren,+1-571-993-1539,Turkey,1.52,1
Brittany Petersen,Brittany_Petersen@outlook.fr,837.210.6942x298,392 Johns Loop Suite 099,-13,Female,Palestinian Territory,Gold,Energy,Biomass,Wood pellets,11,9,1.2701156164318717,2023-12-02,0.55,Cash,FedEx,Sea,7.85,4,3991,150,2023-07-12,Japan WH,Japan,"Smith, Gamble and Harris",3974767121,China,1.54,5
Katelyn Francis,Katelyn_Francis@hotmail.com,866-845-1882x21805,4276 Amy Falls,7,Female,Honduras,Silver,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,1,0.9454194479245904,2023-11-27,2.3,Credit Card,United Parcel Service,Sea,24.71,7,3999,150,2023-07-12,China WH,China,"Wheeler, Moore and Griffin",890-613-1593x65168,China,3.78,5
Brandon Patton,Brandon_Patton@gmail.com,415.343.3107x8005,6792 Martinez Heights,2,Female,Uruguay,Silver,Energy,Biofuels,Ethanol,9,-4,1.8790145845949349,2023-12-03,0.45,Ewallet,DHL,Ground,26.93,12,4004,150,2023-07-12,Japan WH,Japan,Garcia-Cummings,001-460-826-7052,USA,4.01,1
Victor Clark,Victor_Clark@yopmail.com,(656)562-5083x764,119 Johnson Wall Suite 555,-41,Male,Saint Lucia,Silver,Energy,Biofuels,Biodiesel,5,-8,1.8268319739940238,2023-11-29,0.25,Credit Card,Hermés Internation,Air,5.94,5,4008,150,2023-07-12,Turkey WH,Turkey,"Patel, Murphy and Martinez",721-895-8612,USA,3.79,4
Molly Jones,Molly_Jones@yopmail.com,345-800-0869x24651,3148 Cain Lights Apt. 618,81,Female,Mauritania,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-3,1.3834839362261193,2023-11-30,1.7,Cash,GeoPost,Ground,44.66,17,4003,150,2023-07-12,Turkey WH,Turkey,"Wilkinson, Thompson and Taylor",692.752.9999,France,1.97,3
Melanie Klein,Melanie_Klein@hotmail.com,+1-914-281-8175,9930 Mallory Roads,59,Male,Oman,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,5,1.227292381774469,2023-11-28,2.3,Credit Card,FedEx,Ground,34.4,7,3995,150,2023-07-12,Japan WH,Japan,Simmons Inc,001-330-458-4503,France,4.94,
Robert Rosario,Robert_Rosario@outlook.fr,(535)381-4561,855 Long Groves,-54,Male,Greenland,Bronze,Energy,Biomass,Wood pellets,11,10,0.7211497479201185,2023-12-02,0.55,Ewallet,Hermés Internation,Air,9.1,4,3990,150,2023-07-12,Japan WH,Japan,"Lee, Moore and Collier",692.786.8173,Turkey,3.06,3
Brian Wilson,Brian_Wilson@hotmail.com,5049547587,29408 Fleming Courts Suite 176,53,Female,Anguilla,Gold,Energy,Biomass,Wood pellets,11,4,0.7189208475638615,2023-11-30,0.55,Cash,Hermés Internation,Ground,17.39,4,3996,150,2023-07-12,Japan WH,Japan,Robinson and Sons,4009865697,Turkey,2.44,4
Charles Rojas,Charles_Rojas@hotmail.com,(325)582-6046,49749 Stephanie Row,35,Male,Afghanistan,Gold,Energy,Biomass,Wood pellets,11,4,0.5063103436823544,2023-11-28,0.55,Cash,Hermés Internation,Ground,18.71,4,3996,150,2023-07-12,Japan WH,Japan,Rojas and Sons,302-287-1309x873,France,4.02,5
Molly Benson,Molly_Benson@yopmail.com,(685)781-6130,729 Cole Squares Suite 851,25,Male,Saint Helena,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,10,1.7635790523836516,2023-11-29,2.5,Cash,Hermés Internation,Air,21.29,23,3990,150,2023-07-12,Turkey WH,Turkey,"Davidson, Williams and Harvey",001-344-697-7293x2885,USA,4.56,1
Melissa Hicks,Melissa_Hicks@outlook.fr,5582090405,864 Schmidt Crossing Suite 039,76,Female,Nicaragua,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-9,0.7333036993529001,2023-12-01,2.5,Ewallet,DHL,Air,34.45,23,4009,150,2023-07-12,Turkey WH,Turkey,Diaz LLC,(717)846-0010x29360,China,4.38,5
Cody Williams,Cody_Williams@outlook.fr,707.246.1793x5147,1058 Miller Ramp Apt. 535,-39,Female,Niger,Bronze,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,-1,1.475659233961413,2023-11-30,3.75,Cash,DHL,Ground,31.25,9,4001,150,2023-07-12,Turkey WH,Turkey,Benjamin Group,(988)429-7678x4017,France,2.65,5
Mark Greene,Mark_Greene@gmail.com,498-761-6534x5637,5569 Dana Port,-22,Male,Pakistan,Bronze,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,-3,0.23524190570106213,2023-12-02,4.0,Cash,DHL,Air,29.93,10,4003,150,2023-07-12,Japan WH,Japan,"Durham, Shelton and Smith",(674)581-9389x63884,Colombia,2.69,3
Marissa Parker,Marissa_Parker@maroc.ma,(496)501-5679x380,0511 Davis Parks Apt. 604,56,Female,United States Virgin Islands,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,2,0.48860531200009494,2023-11-30,1.55,Credit Card,GeoPost,Ground,45.8,11,3998,150,2023-07-12,Japan WH,Japan,Ford Group,+1-717-511-0062x4359,Colombia,2.91,2
Brent Hill,Brent_Hill@maroc.ma,876.333.0387,4386 Pamela Mall,90,Male,Moldova,Gold,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,10,1.3496258917260189,2023-11-28,4.0,Ewallet,GeoPost,Sea,44.98,10,3990,150,2023-07-12,Japan WH,Japan,Dillon PLC,+1-835-811-2314x43412,Turkey,4.71,4
Crystal Smith,Crystal_Smith@hotmail.com,(963)901-9334x02628,051 Brandon Common Apt. 240,13,Female,Moldova,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,-2,1.0555801547321204,2023-12-02,1.55,Credit Card,FedEx,Sea,44.08,11,4002,150,2023-07-12,China WH,China,Hicks Group,+1-267-727-3661x32338,Turkey,1.38,3
Edward Pollard,Edward_Pollard@maroc.ma,224-759-6807,95999 Williams Key Suite 138,-37,Female,Venezuela,Silver,Energy,Biofuels,Biogas,11,-9,0.8483445150132888,2023-12-02,0.55,Ewallet,FedEx,Ground,46.3,19,4009,150,2023-07-12,China WH,China,"Garcia, Chavez and Ferguson",694-905-5010,France,1.63,
Antonio Taylor,Antonio_Taylor@gmail.com,9958578103,60930 Tiffany Walk Apt. 172,68,Male,El Salvador,Gold,Food and Beverages,Organic Food,organic dairy products,61,-2,0.7787389905607418,2023-11-28,3.05,Cash,United Parcel Service,Ground,6.97,1,4002,150,2023-07-12,China WH,China,"Reed, Lopez and Li",585-210-5737,USA,3.08,1
Karen Daniels,Karen_Daniels@hotmail.com,(888)207-6311,855 Barry Gardens,-58,Female,Qatar,Bronze,Energy,Biofuels,Biodiesel,5,-1,0.5069886925447343,2023-12-01,0.25,Credit Card,DHL,Sea,6.54,5,4001,150,2023-07-12,Japan WH,Japan,Mcmahon-Weeks,(975)979-1292,China,2.57,5
Jessica Johnson,Jessica_Johnson@youcode.ma,640.997.2402,24408 Ashley Spring Suite 044,-55,Male,Guam,Bronze,Energy,Biofuels,Ethanol,9,2,0.9594141121208628,2023-12-01,0.45,Ewallet,GeoPost,Sea,8.07,12,3998,150,2023-07-12,Turkey WH,Turkey,"Robinson, Williams and Schroeder",863-512-6540x58615,Turkey,4.94,1
Matthew Davis,Matthew_Davis@outlook.fr,780.888.3183,54269 Parker Lodge Apt. 028,-16,Male,Myanmar,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,2,0.713558722785515,2023-11-28,1.5,Credit Card,United Parcel Service,Ground,15.19,20,3998,150,2023-07-12,China WH,China,Phillips-Bush,+1-732-255-4849x79843,Turkey,1.84,3
Paul Wong,Paul_Wong@hotmail.com,987.379.9327,57272 William Rue Suite 688,38,Male,Saint Vincent and the Grenadines,Gold,Energy,Biomass,Crop residues for energy generation,12,-9,1.120653140778211,2023-11-28,0.6,Ewallet,Hermés Internation,Sea,15.63,13,4009,150,2023-07-12,Japan WH,Japan,Williams-Norman,512-392-1146x1329,USA,2.3,2
Jessica Baxter,Jessica_Baxter@youcode.ma,+1-382-854-3724x3197,139 Wade Well,3,Female,Solomon Islands,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,2,0.9111907259969241,2023-12-01,1.55,Ewallet,DHL,Air,23.41,11,3998,150,2023-07-12,Japan WH,Japan,Ferrell LLC,573.833.4793,Colombia,1.49,1
Danielle Daniels,Danielle_Daniels@youcode.ma,302-486-9035x9804,3911 Marshall Extension Suite 853,19,Male,Romania,Bronze,Energy,Biomass,Crop residues for energy generation,12,5,1.3929984367156651,2023-11-29,0.6,Credit Card,United Parcel Service,Air,49.87,13,3995,150,2023-07-12,Japan WH,Japan,Ponce Group,(559)291-4670,USA,1.49,3
Marvin Hawkins,Marvin_Hawkins@yopmail.com,213-249-2219x599,6570 Christopher Street Suite 040,3,Male,Timor-Leste,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,2,1.3836515257258386,2023-12-01,1.55,Cash,United Parcel Service,Air,41.14,11,3998,150,2023-07-12,Turkey WH,Turkey,Johnson-Turner,001-691-885-4098x620,Turkey,2.22,4
Jeffery Fields,Jeffery_Fields@gmail.com,+1-749-570-8765x9953,8231 Lindsay Camp Suite 234,57,Female,Antarctica (the territory South of 60 deg S),Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-9,1.2792192817578902,2023-12-01,1.8,Cash,GeoPost,Ground,31.69,14,4009,150,2023-07-12,Japan WH,Japan,Fernandez-Smith,001-973-503-1664x25849,France,4.4,3
James Thomas,James_Thomas@maroc.ma,(964)284-9297,1557 Anna Well,-70,Male,Philippines,Gold,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,7,0.9368760552634079,2023-11-27,0.55,Ewallet,DHL,Air,6.19,22,3993,150,2023-07-12,Turkey WH,Turkey,"Vargas, Reyes and Blackwell",+1-497-608-6748x1351,France,3.13,1
Jill Alvarez,Jill_Alvarez@youcode.ma,592.352.7393,5236 Kirby Cliff,-8,Male,Netherlands,Bronze,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,0,1.5317119481098658,2023-11-29,0.5,Ewallet,Hermés Internation,Sea,46.64,15,4000,150,2023-07-12,Turkey WH,Turkey,Love Group,+1-410-233-0258x912,China,3.0,
Samantha Miller,Samantha_Miller@maroc.ma,(348)229-8660x0035,566 Morgan Lane,88,Male,Seychelles,Bronze,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-8,0.3543174922193003,2023-11-27,1.15,Cash,FedEx,Ground,32.15,18,4008,150,2023-07-12,Japan WH,Japan,Nguyen LLC,315-573-1133x551,France,2.9,5
David Paul,David_Paul@outlook.fr,(569)881-0842,199 Phillips Place Apt. 152,5,Male,Swaziland,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-6,1.0534459011239954,2023-12-01,1.45,Credit Card,DHL,Ground,29.96,2,4006,150,2023-07-12,China WH,China,Willis-Jackson,(354)948-4545,China,4.52,5
Anthony Giles,Anthony_Giles@yopmail.com,001-296-409-3336x138,62278 Michael Lake,70,Female,Burkina Faso,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-6,1.644035003290919,2023-12-02,2.2,Credit Card,United Parcel Service,Ground,27.68,16,4006,150,2023-07-12,Japan WH,Japan,Ramirez-Johnson,720.812.8937x02927,France,4.71,
Samantha Petersen,Samantha_Petersen@yopmail.com,001-771-445-4053x7254,2808 Pamela Gardens Apt. 771,90,Male,Vietnam,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,6,1.1999474548394977,2023-11-28,3.55,Cash,GeoPost,Sea,16.3,6,3994,150,2023-07-12,China WH,China,Davila-Garcia,747.938.9367x6250,Turkey,4.37,2
Michael Hill,Michael_Hill@hotmail.com,001-297-639-8403x5887,4166 Moreno Rapids,81,Female,Haiti,Bronze,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,-5,0.5906002903548558,2023-11-28,0.5,Ewallet,GeoPost,Ground,36.25,15,4005,150,2023-07-12,China WH,China,"Smith, Reed and Daugherty",+1-819-927-3428x7121,China,2.61,2
Jennifer Stephens,Jennifer_Stephens@youcode.ma,516-985-0256x478,7921 Richardson Street Apt. 419,-51,Female,Dominican Republic,Gold,Food and Beverages,Organic Food,Organic fruits and vegetables,36,2,1.8980985941894524,2023-11-28,1.8,Cash,United Parcel Service,Air,17.9,14,3998,150,2023-07-12,Turkey WH,Turkey,Moore PLC,001-981-500-0362x5112,Colombia,1.17,4
Jacob Gamble,Jacob_Gamble@youcode.ma,001-726-860-2414x96803,240 Bryan Alley,17,Female,Ecuador,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,9,0.2842762617204277,2023-12-02,2.3,Ewallet,GeoPost,Ground,41.49,7,3991,150,2023-07-12,Japan WH,Japan,Robertson-Grant,859-442-1584x3970,China,3.83,3
Rebecca Mcdonald,Rebecca_Mcdonald@yopmail.com,+1-573-337-1587,1705 Bruce Fords Suite 953,54,Male,Uzbekistan,Gold,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-2,0.9140420764103416,2023-11-30,1.5,Cash,DHL,Ground,28.25,20,4002,150,2023-07-12,Turkey WH,Turkey,Freeman-Singh,001-585-340-8490x7624,Colombia,1.14,4
Rachel Olsen,Rachel_Olsen@gmail.com,795-269-1474x2591,19346 Wyatt Garden,-9,Male,Indonesia,Silver,Energy,Biofuels,Ethanol,9,-2,0.6325621190512443,2023-11-28,0.45,Cash,United Parcel Service,Sea,49.23,12,4002,150,2023-07-12,Turkey WH,Turkey,Schneider-David,877.830.5150x06315,China,4.04,1
Shelley Michael,Shelley_Michael@hotmail.com,001-319-972-5839x47351,43104 Robinson Course,-21,Female,Algeria,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-10,0.11848659925489792,2023-12-02,2.3,Cash,FedEx,Air,38.57,7,4010,150,2023-07-12,Japan WH,Japan,Wilson PLC,830-856-3510x4888,Turkey,2.41,5
Christopher Turner,Christopher_Turner@hotmail.com,871-521-6280x10432,31141 Wilkins Pike Suite 324,73,Female,Malta,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,4,1.883966541667918,2023-12-01,2.3,Credit Card,DHL,Air,30.55,7,3996,150,2023-07-12,Japan WH,Japan,Barr Ltd,329-996-1197x6376,Turkey,3.68,1
Samantha Douglas,Samantha_Douglas@maroc.ma,+1-456-636-1890x909,907 Miller Roads,-69,Female,Peru,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-3,0.44017516679360436,2023-11-28,2.2,Cash,United Parcel Service,Air,7.67,16,4003,150,2023-07-12,China WH,China,Shaffer PLC,855.591.4428x96050,Colombia,1.08,
Paul Frazier,Paul_Frazier@gmail.com,001-562-848-4598,36108 Gerald Turnpike,-16,Male,Bhutan,Bronze,Energy,Biomass,Wood pellets,11,-7,1.707337369597209,2023-12-02,0.55,Credit Card,DHL,Sea,39.18,4,4007,150,2023-07-12,Japan WH,Japan,Keller-Anderson,8705120120,Turkey,4.82,2
Allison Smith,Allison_Smith@outlook.fr,697-296-6536x937,349 Mcdowell Junction Apt. 888,-11,Female,Norway,Gold,Energy,Biofuels,Biodiesel,5,2,1.576150768913595,2023-11-30,0.25,Ewallet,DHL,Ground,13.97,5,3998,150,2023-07-12,Turkey WH,Turkey,Lopez and Sons,244-847-0768x1940,France,3.66,2
Michael Hunt,Michael_Hunt@yopmail.com,+1-632-926-7497x5357,2874 Brown Loaf Suite 341,-45,Male,Antarctica (the territory South of 60 deg S),Gold,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,-2,0.9178188346647695,2023-11-29,0.55,Cash,FedEx,Air,44.47,22,4002,150,2023-07-12,China WH,China,Wood-Wolfe,001-803-803-1978,France,3.58,4
George Grimes,George_Grimes@gmail.com,931-818-2429x610,196 Matthew Mall,74,Male,United States Virgin Islands,Silver,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,-2,1.9193193301093108,2023-12-02,3.75,Credit Card,DHL,Ground,22.22,9,4002,150,2023-07-12,China WH,China,"Leon, Thomas and Pugh",001-260-959-1167x151,France,2.67,2
Daniel Mcintosh,Daniel_Mcintosh@hotmail.com,497-814-7987,5215 Robbins Burg Suite 277,-82,Male,Kenya,Gold,Food and Beverages,Organic Food,Organic fruits and vegetables,36,2,1.190707008149567,2023-11-30,1.8,Credit Card,DHL,Sea,17.38,14,3998,150,2023-07-12,Turkey WH,Turkey,"Rodriguez, Clark and Beard",(376)794-4105,Colombia,3.21,2
Jason Robinson,Jason_Robinson@youcode.ma,+1-946-562-2296x175,637 Rachel Stream Apt. 232,49,Male,Central African Republic,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-3,0.647857737734952,2023-12-02,1.45,Cash,Hermés Internation,Ground,5.86,2,4003,150,2023-07-12,Turkey WH,Turkey,Davis-Jackson,(728)228-4807,China,3.16,5
Steven Hernandez,Steven_Hernandez@maroc.ma,(895)976-1585,458 Michelle Lights,-15,Male,Sudan,Gold,Energy,Biofuels,Ethanol,9,-10,1.9186521252068225,2023-11-28,0.45,Cash,United Parcel Service,Ground,11.74,12,4010,150,2023-07-12,Turkey WH,Turkey,Lambert-Phillips,(597)427-6205,Colombia,2.36,4
Madison Olsen,Madison_Olsen@maroc.ma,539.741.2807x5938,38540 Roy Fords,-70,Male,French Guiana,Bronze,Pharmaceuticals,Biopharmaceuticals,Insulin,11,10,1.0277940558861234,2023-12-01,0.55,Ewallet,Hermés Internation,Sea,5.84,3,3990,150,2023-07-12,Turkey WH,Turkey,Johnson Inc,328.488.9048x80148,China,4.35,4
Christopher Wolf,Christopher_Wolf@yopmail.com,001-504-938-0959x2683,273 Davis Ways Apt. 337,-20,Male,Bolivia,Silver,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,0,1.926594793449763,2023-12-01,2.3,Ewallet,DHL,Sea,15.51,7,4000,150,2023-07-12,Turkey WH,Turkey,Thornton-Harding,001-707-960-2534x2535,China,4.9,4
Elizabeth Estes,Elizabeth_Estes@gmail.com,001-627-874-6425x916,2633 Bryan Flat Apt. 360,12,Male,Australia,Gold,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,6,0.714755117512498,2023-11-28,0.5,Credit Card,DHL,Sea,41.51,15,3994,150,2023-07-12,Turkey WH,Turkey,Edwards-Ramirez,001-677-994-4781x18562,USA,3.32,4
Linda Carter,Linda_Carter@outlook.fr,994-495-6459x32142,08276 Kayla Tunnel Apt. 975,-73,Male,Egypt,Bronze,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,8,1.1642834542701643,2023-11-27,2.5,Cash,GeoPost,Air,41.29,23,3992,150,2023-07-12,Turkey WH,Turkey,"Ochoa, Turner and Morris",+1-490-531-2577x77857,Turkey,1.53,1
Darren Payne,Darren_Payne@outlook.fr,936-802-3153x454,82132 Kaufman Motorway Suite 919,88,Female,Montserrat,Gold,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,6,1.8490838260153344,2023-11-30,3.75,Cash,FedEx,Ground,31.34,9,3994,150,2023-07-12,China WH,China,"Burnett, Alvarez and Cruz",309.348.3700x669,France,2.85,1
Krista Mcdowell,Krista_Mcdowell@maroc.ma,577.817.1812x052,53704 Rachel Parks Suite 055,-82,Male,Bangladesh,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,9,0.1181080321348826,2023-11-30,1.45,Credit Card,Hermés Internation,Air,39.39,2,3991,150,2023-07-12,Japan WH,Japan,"Lee, Jones and Shaffer",5017996587,France,1.03,3
Randy Holmes,Randy_Holmes@hotmail.com,471.554.0822x15482,9720 Branch Well,86,Male,Syrian Arab Republic,Silver,Energy,Biomass,Crop residues for energy generation,12,-7,1.611526701855727,2023-11-28,0.6,Cash,FedEx,Air,42.6,13,4007,150,2023-07-12,China WH,China,"Long, Fisher and Ryan",(524)722-8099,Turkey,4.79,1
Brianna Espinoza,Brianna_Espinoza@hotmail.com,586-388-2346x27097,7922 Barnes Rest Apt. 106,86,Female,Samoa,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-5,1.7757551124322448,2023-11-30,1.5,Ewallet,FedEx,Air,33.35,20,4005,150,2023-07-12,Japan WH,Japan,"Young, Scott and Martinez",887-881-9140x5168,China,4.48,2
Juan Baker,Juan_Baker@outlook.fr,(258)579-5382x8057,557 Donald Plaza Suite 116,3,Female,Azerbaijan,Gold,Energy,Biomass,Wood pellets,11,-4,1.4735641028937598,2023-11-30,0.55,Cash,FedEx,Ground,9.02,4,4004,150,2023-07-12,China WH,China,Young Ltd,432.588.4944x27033,Colombia,1.31,5
William Watson,William_Watson@maroc.ma,(381)664-8125,28227 Nicole Loaf Apt. 119,-28,Male,Antigua and Barbuda,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,3,1.5971797754945376,2023-11-29,0.8,Ewallet,DHL,Air,45.49,8,3997,150,2023-07-12,Japan WH,Japan,Hendricks-Romero,503.272.7585x787,Colombia,3.67,5
Kelsey Pittman,Kelsey_Pittman@outlook.fr,348-950-2900x9687,31046 Kari Corners Apt. 266,50,Female,United States Minor Outlying Islands,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,3,1.3519171409328636,2023-12-01,2.3,Credit Card,GeoPost,Air,36.11,7,3997,150,2023-07-12,China WH,China,"Mitchell, Miller and Holden",+1-653-247-1817x5042,China,1.53,4
Isaiah Roman,Isaiah_Roman@youcode.ma,(282)497-2895x63045,93448 Timothy Forge,-3,Male,French Guiana,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-1,0.7715103386991897,2023-11-27,1.45,Ewallet,Hermés Internation,Sea,6.16,2,4001,150,2023-07-12,China WH,China,Brown-Stewart,001-246-748-6297x351,Colombia,1.26,4
Christina Bowen,Christina_Bowen@youcode.ma,650.754.4228,6549 Sullivan Trail,-8,Male,Angola,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-4,1.4305754631832213,2023-12-01,1.5,Ewallet,Hermés Internation,Ground,9.36,20,4004,150,2023-07-12,China WH,China,Walls-Mosley,725-754-1540,USA,1.87,5
Cassandra Banks,Cassandra_Banks@hotmail.com,+1-854-950-6445,4651 Miller Plains,-34,Male,Saint Barthelemy,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,-1,1.6480935398324774,2023-11-30,0.95,Cash,DHL,Air,34.05,21,4001,150,2023-07-12,Japan WH,Japan,West PLC,603.949.6388,China,1.83,3
Julie Wilson,Julie_Wilson@outlook.fr,654-332-5988,28282 Nguyen Lake Suite 442,-90,Female,Kyrgyz Republic,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-5,1.4686890669201684,2023-12-01,2.3,Credit Card,Hermés Internation,Ground,24.08,7,4005,150,2023-07-12,Turkey WH,Turkey,Romero-Bray,+1-554-941-1049x2117,USA,4.56,4
Jeremy Hardin,Jeremy_Hardin@outlook.fr,250-539-8151,740 Hansen Fall,-64,Male,Switzerland,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,6,0.5675299825986463,2023-12-01,1.55,Cash,DHL,Ground,6.61,11,3994,150,2023-07-12,China WH,China,Roberts and Sons,281.495.2315x49398,France,3.52,3
